,Customer_Name,Date,Ratings,Review_Title,Reviews,Product_name,Price,Category
1794,Amanda,2021,5,excellent product excellent service,The laptop it is as described. Amazon's service excellent as always,"Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1795,Ben,2019,5,Great for homeschooling!,"Perfect for our homeschooling applications, easily purchased an accompanying HDMI cable to use on big screen fro homeschool.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1796,zainab315,2021,5,"Great for home, work, school, and hobbies","I researched for a long time because I wanted both a tablet and a computer.  I love that you can download apps and use them for both the computer and the tablet form.  The stylus makes using Lightroom and other creative apps a breeze.  Being able to use the cloud is a must because the storage would fill up pretty quickly.  My only ""complaint"" is that as a tablet, the screen is pretty big.  It's kinda awkward to read on because the screen is quite large, but the large screen is also a good thing for activities like editing photos, drawing, and taking notes.  Start up, web browsing, and apps are quick.  The battery life is really great for everyday use.  Would absolutely recommend.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1797,Amazon Customer,2021,5,Best chromebook and excellent value with exception screen,"I love this tablet/laptop chromebook. I bought 400$ laptop last year and hate windows. Chrome book is great for watching videos, reading and emailing. Beautiful screen and as easy to use as cellphone but also has keyboard.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1798,Kindle Customer,2020,3,Flimsy...,"every time I pick up the laptop it clicks on things which is annoying. No matter where I pick it up if I am not careful the plastic strains and bends and clicks without touching the pad. If I am watching a video or writing an email sometimes it takes me out of what I am doing which can cause me to lose my place or even close what I was doing. I think this is great if you think of it as a ""tablet plus"" but as a laptop I am disappointed. Not great for work, okay for play.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1799,Flboy40,2019,5,Best decision I made!,I originally bought this because the last two laptops I had for giving me nothing but trouble. And I saw a lot of reviews when I was looking for a cooling pad that people were buying Chromebooks so I figured I would try it out. I like a Chromebook better than a Windows operating system. Because of the security of the Chromebook now easy it is to use and it flips into a laptop it's quick can I give you a lot of storage. And it's also good because I already used g suit and other Google products. So I will probably be using Chromebook operating system from here on out rather than windows!,"Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1800,Amazon Customer,2021,5,Birthday for 30 year old son,"He loves this computer, is very happy with it.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1801,John B,2019,4,Not the same as the original Plus V2.,"This device is made by Samsung; however, please note that the photo is not true to this device.  The specs are the same but this is the titan version.  Meaning the shell has a plastic bottom and plastic keys.  Samsung made this model for a cheaper price.  The hardware and software are the same as the original plus V2 but the shell is different.  The edges are not rounded.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1802,Busy Mom,2021,5,Great for virtual learning,"Purchased this for my sons virtual learning. His Dell chrome book was older and slow. It would lag and was very frustrating. This chromebook loads quickly with no lag, and we love the touch screen option. Fantastic for virtual learning!","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1803,Francis,2022,1,Do not buy it,Guys don’t buy chrome books - you can surf the internet only - Google doesn’t even allow to install office anymore on chromebooks making these hybrid units absolutely junk and not useful for anything else than surfing on the internet - I returned mine,"Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1804,Chelzie89,2021,5,My sidekick,Best little 2 in 1 I have received yet... I received it as a birthday gift... refurbished just as good as new!,"Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1805,Amazon Customer,2021,5,fast chromebook,great for writing reports and anything google!,"Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1806,Kevin Cartwright,2019,5,Easily transfer everything on your phone to your chromebook,"5 out of 5 stars amazing tablet with an amazing price. I like how the keyboard is attached and can conveniently be used as a stand and a screen protector when it closes. Its 360 degrees fully reversible. Samsung as always allows you to add memory with a micro USB mini card. Very lite weight and convenient to use anywhere. Graphics, pixel resolution, battery life and durability are all amazing with a great price tag that's about the quarter of a macbook.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1807,Barrington P.,2018,5,a great device at a great price,"I was doing my research before making my purchase. it was down to the Asus302 or the Samsung Plus.Samsung won because:1. I had to have the pen to assist in Navigating2. the add-ons where perfect to compliment my job3. the Imagery is crystal clear4. and every gadget I own is predominantly Samsung.........so major bias!!!!! 😁😁so far so good  on performance and it suits my needs to date. hopefully, it lasts for a long time.I have no complaints about the battery life y as I only use it when I have the need to ......which is not continuous.great product for me .....to date.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1808,sw869,2019,2,This is NOT a laptop.,"This product works well enough for what it is - but be very clear that it is NOT a laptop. It does not have the functionality of many laptops. I cannot access sites that I need for work with this device (as can my colleagues with real laptops.) I am currently at a conference in Paris, and Chrome is registering the wifi provided by the univerisity here as being unsecure. Chrome refuses to let me log on, (I even tried the usual workarounds. No go) and since the device does not allow Firefox or IE, it basically is functioning like an oversized paperweight. Toggling between porjects is very painful. I tried to make a slide set a few days ago and gave up. Saving directly to Dropbox requires installing a third party application, which seems a little sketchy. If you want a tablet with app-based functionality, this is a great device. I'm frustrated because I wasn't looking for that. I searched amazon for ""laptop"" and I didn't know any better, leading me to buy this device. I just want others to beware.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1809,Amazon Customer,2022,1,Seller is misleading customers,"Item did not come in its original packaging.  S/N on the box did not match the device. In addition the box did not fit the device and everything was loose inside sliding around. When I read NEW in the description I expect an original unopened box otherwise it not NEW, there is no way to tell if it this device is new, refurbished or used. If it is opened it needs to in the item description.","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1810,IDpark,2020,5,Very nice stuff!!,"After receiving my order, I got deeply shocked on this 'used' laptop, quite different from ones have been toughly used in schools for years.There were some small dents near hinge and bottom, but it is not an issue. After checking the specs, everything was correct, and very impressive for the price.Thanks!","Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
1811,Tammy,2021,5,Great buy,I am new to working from home and this is perfect for my needs as a customer service representative,"Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",299,samsung
